frame, timestamp, x_0, x_16, y_21, y_8
258, 10.280, 322.9, 425.2, 158.9, 257.4
259, 10.320, 323.3, 425.7, 160.7, 256.7
260, 10.360, 323.4, 426.3, 161.4, 255.3
261, 10.400, 323.5, 426.4, 161.1, 255.0
262, 10.440, 323.2, 426.0, 160.7, 255.7
263, 10.480, 322.8, 425.5, 161.6, 256.7
264, 10.520, 322.5, 425.0, 162.6, 257.5
265, 10.560, 322.6, 425.0, 163.9, 258.2
266, 10.600, 322.6, 425.2, 164.9, 259.1
267, 10.640, 322.3, 424.8, 165.8, 260.2
268, 10.680, 322.5, 424.9, 166.5, 261.4
269, 10.720, 322.4, 424.7, 167.2, 261.9
270, 10.760, 322.2, 425.0, 167.8, 260.1
271, 10.800, 321.9, 424.9, 167.8, 257.5
272, 10.840, 321.7, 424.8, 167.5, 255.9
273, 10.880, 322.3, 424.3, 167.6, 254.8
274, 10.920, 322.8, 423.8, 167.9, 254.5
275, 10.960, 322.7, 423.2, 167.9, 254.5
276, 11.000, 321.8, 422.6, 167.6, 254.6
277, 11.040, 320.2, 421.7, 166.9, 254.5
278, 11.080, 319.2, 420.7, 166.1, 254.4
279, 11.120, 318.9, 419.5, 164.8, 254.1
280, 11.160, 318.8, 418.7, 163.3, 253.7
281, 11.200, 316.2, 422.9, 161.6, 252.9
282, 11.240, 314.4, 421.2, 160.1, 252.5
283, 11.280, 313.5, 418.1, 159.4, 253.7
284, 11.320, 312.0, 415.2, 158.5, 254.9
285, 11.360, 310.7, 412.9, 158.1, 254.5
286, 11.400, 309.3, 411.2, 158.3, 253.4
287, 11.440, 309.3, 409.7, 159.0, 253.3
288, 11.480, 308.9, 408.6, 160.4, 253.8
289, 11.520, 308.1, 407.3, 162.1, 255.2
290, 11.560, 307.8, 405.6, 163.5, 256.6
291, 11.600, 307.2, 404.1, 163.7, 256.8
292, 11.640, 305.9, 402.4, 163.2, 256.6
293, 11.680, 304.2, 400.4, 162.4, 256.2
294, 11.720, 302.5, 398.1, 161.5, 255.7
295, 11.760, 300.6, 396.0, 160.4, 255.8
296, 11.800, 298.4, 393.9, 159.1, 256.5
297, 11.840, 286.1, 392.0, 158.9, 258.8
298, 11.880, 290.2, 391.2, 160.4, 258.6
299, 11.920, 294.4, 391.0, 162.4, 258.6
300, 11.960, 293.9, 390.4, 164.5, 258.1
301, 12.000, 293.1, 390.3, 165.8, 256.8
302, 12.040, 292.5, 389.6, 166.3, 255.7
303, 12.080, 292.2, 389.0, 165.8, 254.9
304, 12.120, 292.2, 389.1, 164.8, 255.5
305, 12.160, 292.5, 389.3, 163.4, 256.2
306, 12.200, 293.5, 390.4, 162.7, 256.1
307, 12.240, 294.7, 392.1, 162.3, 255.5
308, 12.280, 295.4, 394.0, 161.7, 254.4
309, 12.320, 296.8, 395.6, 160.7, 253.4
310, 12.360, 297.7, 397.1, 159.6, 253.2
311, 12.400, 298.6, 398.2, 158.6, 252.5
312, 12.440, 299.3, 399.0, 157.3, 252.1
313, 12.480, 300.9, 399.9, 156.1, 251.4
314, 12.520, 303.0, 401.5, 155.1, 249.9
315, 12.560, 304.4, 403.6, 153.8, 247.9
316, 12.600, 306.9, 406.8, 152.5, 246.3
317, 12.640, 308.8, 410.5, 150.8, 245.3
318, 12.680, 311.6, 414.7, 149.3, 244.0
319, 12.720, 313.9, 418.0, 148.2, 242.8
320, 12.760, 316.0, 420.4, 147.8, 241.9
321, 12.800, 317.6, 422.4, 146.9, 240.2
322, 12.840, 318.9, 423.8, 145.5, 239.4
323, 12.880, 320.1, 424.9, 144.4, 239.3
324, 12.920, 320.7, 426.4, 143.8, 239.3
325, 12.960, 321.2, 427.7, 143.6, 239.8
326, 13.000, 321.8, 428.9, 143.7, 240.6
327, 13.040, 321.7, 429.0, 144.4, 241.2
328, 13.080, 321.4, 428.2, 145.7, 241.7
329, 13.120, 319.9, 427.3, 147.1, 242.0
330, 13.160, 319.2, 426.0, 148.3, 242.5
331, 13.200, 318.5, 425.5, 149.2, 243.2
332, 13.240, 317.8, 424.3, 149.5, 244.2
333, 13.280, 317.1, 423.8, 149.8, 246.2
334, 13.320, 316.5, 423.4, 150.0, 248.5
335, 13.360, 315.9, 422.9, 150.4, 249.5
336, 13.400, 315.5, 422.4, 150.8, 249.7
337, 13.440, 315.5, 422.1, 151.3, 249.8
338, 13.480, 315.5, 422.2, 151.7, 250.0
339, 13.520, 315.8, 422.7, 151.9, 250.0
340, 13.560, 316.2, 423.2, 151.7, 249.9
341, 13.600, 317.1, 423.4, 152.0, 249.4
342, 13.640, 318.1, 423.8, 152.0, 248.1
343, 13.680, 317.9, 423.7, 151.6, 246.6
344, 13.720, 317.1, 423.6, 150.9, 245.4
345, 13.760, 317.0, 424.0, 149.8, 244.3
346, 13.800, 317.0, 424.3, 148.8, 243.2
347, 13.840, 317.3, 424.7, 148.1, 242.6
348, 13.880, 317.9, 425.3, 147.5, 242.0
349, 13.920, 318.2, 425.8, 147.4, 241.5
350, 13.960, 318.6, 426.0, 147.2, 240.8
351, 14.000, 318.6, 425.2, 147.3, 240.2
352, 14.040, 318.9, 424.6, 148.0, 239.8
353, 14.080, 318.4, 424.0, 148.6, 239.0
354, 14.120, 318.4, 426.3, 149.0, 239.3
355, 14.160, 316.2, 424.9, 149.8, 238.6
356, 14.200, 314.5, 422.2, 150.9, 238.5
357, 14.240, 314.6, 416.2, 153.0, 239.6
358, 14.280, 315.0, 410.9, 155.3, 241.0
359, 14.320, 316.4, 408.2, 156.7, 242.2
